level,file,occurrences,route_like_snippet
LIV-218,docs/build_notes_history/BUILD_NOTES_v1_40_97_VISUAL_MODES_CORRECTIVE.txt,1,"Base: v1.40.96 standalone.
User-note corrections applied:
- LIV-213: corrected to a novice-friendly real-world naming convention. Removed vague/non-real gear language such as Signal Utility Box. Stage box concept is now presented as Stage Snake for beginner clarity. Target drop boxes are numbered only, with no hidden answer text. Submit control is sticky/visible instead of trapped below the scroll area.
- LIV-214: rebuilt as a numbered visual flow assembly. Boxes are numbered only; the player must decide what goes where. Gear remains draggable/click-placeable after being placed so mistakes can be corrected.
- LIV-215: added a working Cable Inspection / Find the Bad Patch prototype. This is intentionally simpler than Diagnose: a visible cable is wrong and a silent meter indicates the affected destination.
- LIV-216: reverted to the existing/current diagnosis board style rather than the experimental visual diagnosis panel.
- LIV-217: rebuilt as a more visual Show Mode. It shows a patched live system with one visible wrong route: Aux 5 R is patched to PA Right instead of IEM TX R. The player is told only the symptom visually: right ear silent / IEM R meter dead.
- PST-102 / LIV-218: revised 5.1 prototype around real-world infrastructure: audio interface outputs feed a speaker processor, which maps to physical speakers. The lesson is preserving channel identity, not routing by content type.
- PST-103 / LIV-219: replaced prior IR workflow with a Space Match Lab. It shows a physical room preview and a Bricasti M7-style convolution IR selector with 24 impulse-response positions. Correct target is IR 24 / Production Room.
Validation:
- patch_v14097.js passed node --check.
- No core route engine changes intended; this is an overlay/prototype training-mode pass."
LIV-219,docs/build_notes_history/BUILD_NOTES_v1_40_97_VISUAL_MODES_CORRECTIVE.txt,1,"User-note corrections applied:
- LIV-213: corrected to a novice-friendly real-world naming convention. Removed vague/non-real gear language such as Signal Utility Box. Stage box concept is now presented as Stage Snake for beginner clarity. Target drop boxes are numbered only, with no hidden answer text. Submit control is sticky/visible instead of trapped below the scroll area.
- LIV-214: rebuilt as a numbered visual flow assembly. Boxes are numbered only; the player must decide what goes where. Gear remains draggable/click-placeable after being placed so mistakes can be corrected.
- LIV-215: added a working Cable Inspection / Find the Bad Patch prototype. This is intentionally simpler than Diagnose: a visible cable is wrong and a silent meter indicates the affected destination.
- LIV-216: reverted to the existing/current diagnosis board style rather than the experimental visual diagnosis panel.
- LIV-217: rebuilt as a more visual Show Mode. It shows a patched live system with one visible wrong route: Aux 5 R is patched to PA Right instead of IEM TX R. The player is told only the symptom visually: right ear silent / IEM R meter dead.
- PST-102 / LIV-218: revised 5.1 prototype around real-world infrastructure: audio interface outputs feed a speaker processor, which maps to physical speakers. The lesson is preserving channel identity, not routing by content type.
- PST-103 / LIV-219: replaced prior IR workflow with a Space Match Lab. It shows a physical room preview and a Bricasti M7-style convolution IR selector with 24 impulse-response positions. Correct target is IR 24 / Production Room.
Validation:
- patch_v14097.js passed node --check.
- No core route engine changes intended; this is an overlay/prototype training-mode pass."
LIV-213,docs/build_notes_history/BUILD_NOTES_v1_40_98_ACTUAL_VISUAL_MODE_FIX.txt,1,"Signal Flow v1.40.98 Actual Visual Mode Fix
This build corrects the v1.40.97 issue where the new prototype renderer did not take effect.
Changes:
- Reassigned the actual global trainingLanePanel and bindTrainingLanePanel functions instead of only setting window properties.
- LIV-213: numbered drop boxes only; real-world novice-friendly names; Stage Snake naming; sticky submit.
- LIV-214: numbered-only drag/drop flow assembly; items remain movable after placement.
- LIV-215: visible cable-inspection prototype now rendered.
- LIV-216: restored to the existing diagnosis-board style.
- LIV-217: visual patched-system repair with meters and clickable bad cable.
- PST-102/LIV-218: 5.1 interface to speaker processor calibration prototype.
- PST-103/LIV-219: 24-position M7-style IR dial / physical-space match lab.
Verification:
- patch_v14098.js passes node --check.
- HTML includes sfv198-actual-js and sfv198-actual-css."
LIV-214,docs/build_notes_history/BUILD_NOTES_v1_40_98_ACTUAL_VISUAL_MODE_FIX.txt,1,"Signal Flow v1.40.98 Actual Visual Mode Fix
This build corrects the v1.40.97 issue where the new prototype renderer did not take effect.
Changes:
- Reassigned the actual global trainingLanePanel and bindTrainingLanePanel functions instead of only setting window properties.
- LIV-213: numbered drop boxes only; real-world novice-friendly names; Stage Snake naming; sticky submit.
- LIV-214: numbered-only drag/drop flow assembly; items remain movable after placement.
- LIV-215: visible cable-inspection prototype now rendered.
- LIV-216: restored to the existing diagnosis-board style.
- LIV-217: visual patched-system repair with meters and clickable bad cable.
- PST-102/LIV-218: 5.1 interface to speaker processor calibration prototype.
- PST-103/LIV-219: 24-position M7-style IR dial / physical-space match lab.
Verification:
- patch_v14098.js passes node --check.
- HTML includes sfv198-actual-js and sfv198-actual-css."
LIV-215,docs/build_notes_history/BUILD_NOTES_v1_40_98_ACTUAL_VISUAL_MODE_FIX.txt,1,"Signal Flow v1.40.98 Actual Visual Mode Fix
This build corrects the v1.40.97 issue where the new prototype renderer did not take effect.
Changes:
- Reassigned the actual global trainingLanePanel and bindTrainingLanePanel functions instead of only setting window properties.
- LIV-213: numbered drop boxes only; real-world novice-friendly names; Stage Snake naming; sticky submit.
- LIV-214: numbered-only drag/drop flow assembly; items remain movable after placement.
- LIV-215: visible cable-inspection prototype now rendered.
- LIV-216: restored to the existing diagnosis-board style.
- LIV-217: visual patched-system repair with meters and clickable bad cable.
- PST-102/LIV-218: 5.1 interface to speaker processor calibration prototype.
- PST-103/LIV-219: 24-position M7-style IR dial / physical-space match lab.
Verification:
- patch_v14098.js passes node --check.
- HTML includes sfv198-actual-js and sfv198-actual-css."
LIV-216,docs/build_notes_history/BUILD_NOTES_v1_40_98_ACTUAL_VISUAL_MODE_FIX.txt,1,"This build corrects the v1.40.97 issue where the new prototype renderer did not take effect.
Changes:
- Reassigned the actual global trainingLanePanel and bindTrainingLanePanel functions instead of only setting window properties.
- LIV-213: numbered drop boxes only; real-world novice-friendly names; Stage Snake naming; sticky submit.
- LIV-214: numbered-only drag/drop flow assembly; items remain movable after placement.
- LIV-215: visible cable-inspection prototype now rendered.
- LIV-216: restored to the existing diagnosis-board style.
- LIV-217: visual patched-system repair with meters and clickable bad cable.
- PST-102/LIV-218: 5.1 interface to speaker processor calibration prototype.
- PST-103/LIV-219: 24-position M7-style IR dial / physical-space match lab.
Verification:
- patch_v14098.js passes node --check.
- HTML includes sfv198-actual-js and sfv198-actual-css."
LIV-217,docs/build_notes_history/BUILD_NOTES_v1_40_98_ACTUAL_VISUAL_MODE_FIX.txt,1,"This build corrects the v1.40.97 issue where the new prototype renderer did not take effect.
Changes:
- Reassigned the actual global trainingLanePanel and bindTrainingLanePanel functions instead of only setting window properties.
- LIV-213: numbered drop boxes only; real-world novice-friendly names; Stage Snake naming; sticky submit.
- LIV-214: numbered-only drag/drop flow assembly; items remain movable after placement.
- LIV-215: visible cable-inspection prototype now rendered.
- LIV-216: restored to the existing diagnosis-board style.
- LIV-217: visual patched-system repair with meters and clickable bad cable.
- PST-102/LIV-218: 5.1 interface to speaker processor calibration prototype.
- PST-103/LIV-219: 24-position M7-style IR dial / physical-space match lab.
Verification:
- patch_v14098.js passes node --check.
- HTML includes sfv198-actual-js and sfv198-actual-css."
LIV-218,docs/build_notes_history/BUILD_NOTES_v1_40_98_ACTUAL_VISUAL_MODE_FIX.txt,1,"Changes:
- Reassigned the actual global trainingLanePanel and bindTrainingLanePanel functions instead of only setting window properties.
- LIV-213: numbered drop boxes only; real-world novice-friendly names; Stage Snake naming; sticky submit.
- LIV-214: numbered-only drag/drop flow assembly; items remain movable after placement.
- LIV-215: visible cable-inspection prototype now rendered.
- LIV-216: restored to the existing diagnosis-board style.
- LIV-217: visual patched-system repair with meters and clickable bad cable.
- PST-102/LIV-218: 5.1 interface to speaker processor calibration prototype.
- PST-103/LIV-219: 24-position M7-style IR dial / physical-space match lab.
Verification:
- patch_v14098.js passes node --check.
- HTML includes sfv198-actual-js and sfv198-actual-css."
LIV-219,docs/build_notes_history/BUILD_NOTES_v1_40_98_ACTUAL_VISUAL_MODE_FIX.txt,1,"Changes:
- Reassigned the actual global trainingLanePanel and bindTrainingLanePanel functions instead of only setting window properties.
- LIV-213: numbered drop boxes only; real-world novice-friendly names; Stage Snake naming; sticky submit.
- LIV-214: numbered-only drag/drop flow assembly; items remain movable after placement.
- LIV-215: visible cable-inspection prototype now rendered.
- LIV-216: restored to the existing diagnosis-board style.
- LIV-217: visual patched-system repair with meters and clickable bad cable.
- PST-102/LIV-218: 5.1 interface to speaker processor calibration prototype.
- PST-103/LIV-219: 24-position M7-style IR dial / physical-space match lab.
Verification:
- patch_v14098.js passes node --check.
- HTML includes sfv198-actual-js and sfv198-actual-css."
LIV-213,docs/build_notes_history/BUILD_NOTES_v1_40_99_DIRECT_VISUAL_ROUTES.txt,3,"Signal Flow v1.40.99 Direct Visual Routes
This build addresses the issue where v1.40.97 and v1.40.98 appeared unchanged because the prototype UI was still not taking over the active training renderer.
What changed:
- Added a direct hash-route interceptor for these prototype IDs:
- LIV-213
- LIV-214
- LIV-215
- LIV-217
- PST-102
- PST-103
- LIV-218 alias to PST-102
- LIV-219 alias to PST-103
- These routes now render standalone visual prototype screens directly into the app root, bypassing the old training panel renderer.
- Added visible v1.40.99 header/navigation on these prototype pages so it is obvious when the direct visual renderer is active.
Implemented prototype behavior:
- LIV-213: real-world gear naming, numbered drop boxes, sticky Submit.
- LIV-214: numbered-only drag-and-drop signal-flow assembly; placed icons can be moved again.
- LIV-215: visible cable inspection prototype with one bad cable to click.
- LIV-217: visual show-mode repair screen with performer state, meters, patched routes, and repatch action.
- PST-102: infrastructure-based 5.1 interface -> speaker processor -> speaker tone check.
- PST-103: 24-position IR selector / Bricasti-style convolution reverb match lab.
Verification:
- patch_v14099.js passes node --check.
- Output HTML contains script id sfv199-direct-routes.
- Opening #/level/LIV-213 etc should show the v1.40.99 direct visual prototype route header."
LIV-214,docs/build_notes_history/BUILD_NOTES_v1_40_99_DIRECT_VISUAL_ROUTES.txt,2,"Signal Flow v1.40.99 Direct Visual Routes
This build addresses the issue where v1.40.97 and v1.40.98 appeared unchanged because the prototype UI was still not taking over the active training renderer.
What changed:
- Added a direct hash-route interceptor for these prototype IDs:
- LIV-213
- LIV-214
- LIV-215
- LIV-217
- PST-102
- PST-103
- LIV-218 alias to PST-102
- LIV-219 alias to PST-103
- These routes now render standalone visual prototype screens directly into the app root, bypassing the old training panel renderer.
- Added visible v1.40.99 header/navigation on these prototype pages so it is obvious when the direct visual renderer is active.
Implemented prototype behavior:
- LIV-213: real-world gear naming, numbered drop boxes, sticky Submit.
- LIV-214: numbered-only drag-and-drop signal-flow assembly; placed icons can be moved again.
- LIV-215: visible cable inspection prototype with one bad cable to click.
- LIV-217: visual show-mode repair screen with performer state, meters, patched routes, and repatch action.
- PST-102: infrastructure-based 5.1 interface -> speaker processor -> speaker tone check.
- PST-103: 24-position IR selector / Bricasti-style convolution reverb match lab.
Verification:
- patch_v14099.js passes node --check.
- Output HTML contains script id sfv199-direct-routes.
- Opening #/level/LIV-213 etc should show the v1.40.99 direct visual prototype route header."
LIV-215,docs/build_notes_history/BUILD_NOTES_v1_40_99_DIRECT_VISUAL_ROUTES.txt,2,"Signal Flow v1.40.99 Direct Visual Routes
This build addresses the issue where v1.40.97 and v1.40.98 appeared unchanged because the prototype UI was still not taking over the active training renderer.
What changed:
- Added a direct hash-route interceptor for these prototype IDs:
- LIV-213
- LIV-214
- LIV-215
- LIV-217
- PST-102
- PST-103
- LIV-218 alias to PST-102
- LIV-219 alias to PST-103
- These routes now render standalone visual prototype screens directly into the app root, bypassing the old training panel renderer.
- Added visible v1.40.99 header/navigation on these prototype pages so it is obvious when the direct visual renderer is active.
Implemented prototype behavior:
- LIV-213: real-world gear naming, numbered drop boxes, sticky Submit.
- LIV-214: numbered-only drag-and-drop signal-flow assembly; placed icons can be moved again.
- LIV-215: visible cable inspection prototype with one bad cable to click.
- LIV-217: visual show-mode repair screen with performer state, meters, patched routes, and repatch action.
- PST-102: infrastructure-based 5.1 interface -> speaker processor -> speaker tone check.
- PST-103: 24-position IR selector / Bricasti-style convolution reverb match lab.
Verification:
- patch_v14099.js passes node --check.
- Output HTML contains script id sfv199-direct-routes.
- Opening #/level/LIV-213 etc should show the v1.40.99 direct visual prototype route header."
LIV-217,docs/build_notes_history/BUILD_NOTES_v1_40_99_DIRECT_VISUAL_ROUTES.txt,2,"This build addresses the issue where v1.40.97 and v1.40.98 appeared unchanged because the prototype UI was still not taking over the active training renderer.
What changed:
- Added a direct hash-route interceptor for these prototype IDs:
- LIV-213
- LIV-214
- LIV-215
- LIV-217
- PST-102
- PST-103
- LIV-218 alias to PST-102
- LIV-219 alias to PST-103
- These routes now render standalone visual prototype screens directly into the app root, bypassing the old training panel renderer.
- Added visible v1.40.99 header/navigation on these prototype pages so it is obvious when the direct visual renderer is active.
Implemented prototype behavior:
- LIV-213: real-world gear naming, numbered drop boxes, sticky Submit.
- LIV-214: numbered-only drag-and-drop signal-flow assembly; placed icons can be moved again.
- LIV-215: visible cable inspection prototype with one bad cable to click.
- LIV-217: visual show-mode repair screen with performer state, meters, patched routes, and repatch action.
- PST-102: infrastructure-based 5.1 interface -> speaker processor -> speaker tone check.
- PST-103: 24-position IR selector / Bricasti-style convolution reverb match lab.
Verification:
- patch_v14099.js passes node --check.
- Output HTML contains script id sfv199-direct-routes.
- Opening #/level/LIV-213 etc should show the v1.40.99 direct visual prototype route header."
LIV-218,docs/build_notes_history/BUILD_NOTES_v1_40_99_DIRECT_VISUAL_ROUTES.txt,1,"What changed:
- Added a direct hash-route interceptor for these prototype IDs:
- LIV-213
- LIV-214
- LIV-215
- LIV-217
- PST-102
- PST-103
- LIV-218 alias to PST-102
- LIV-219 alias to PST-103
- These routes now render standalone visual prototype screens directly into the app root, bypassing the old training panel renderer.
- Added visible v1.40.99 header/navigation on these prototype pages so it is obvious when the direct visual renderer is active.
Implemented prototype behavior:
- LIV-213: real-world gear naming, numbered drop boxes, sticky Submit.
- LIV-214: numbered-only drag-and-drop signal-flow assembly; placed icons can be moved again.
- LIV-215: visible cable inspection prototype with one bad cable to click.
- LIV-217: visual show-mode repair screen with performer state, meters, patched routes, and repatch action.
- PST-102: infrastructure-based 5.1 interface -> speaker processor -> speaker tone check.
- PST-103: 24-position IR selector / Bricasti-style convolution reverb match lab.
Verification:"
LIV-219,docs/build_notes_history/BUILD_NOTES_v1_40_99_DIRECT_VISUAL_ROUTES.txt,1,"- Added a direct hash-route interceptor for these prototype IDs:
- LIV-213
- LIV-214
- LIV-215
- LIV-217
- PST-102
- PST-103
- LIV-218 alias to PST-102
- LIV-219 alias to PST-103
- These routes now render standalone visual prototype screens directly into the app root, bypassing the old training panel renderer.
- Added visible v1.40.99 header/navigation on these prototype pages so it is obvious when the direct visual renderer is active.
Implemented prototype behavior:
- LIV-213: real-world gear naming, numbered drop boxes, sticky Submit.
- LIV-214: numbered-only drag-and-drop signal-flow assembly; placed icons can be moved again.
- LIV-215: visible cable inspection prototype with one bad cable to click.
- LIV-217: visual show-mode repair screen with performer state, meters, patched routes, and repatch action.
- PST-102: infrastructure-based 5.1 interface -> speaker processor -> speaker tone check.
- PST-103: 24-position IR selector / Bricasti-style convolution reverb match lab.
Verification:
- patch_v14099.js passes node --check."
LIV-213,docs/build_notes_history/BUILD_NOTES_v1_41_00_VISUAL_MODES_PROTOTYPE_STANDALONE.txt,1,"Signal Flow v1.41.00 Visual Modes Prototype Standalone
Purpose:
- This is a guaranteed-visible standalone prototype page, not another overlay patch inside the large app.
- Created because v1.40.97-v1.40.99 route/renderer overrides did not visibly affect the running standalone build.
Included prototype screens:
- LIV-213: Build the Room with same core UI concept, real-world gear names, numbered-only boxes, sticky submit.
- LIV-214: Drag-and-drop visual patch lab with numbered-only boxes; items can be moved after placement.
- LIV-215: Parked/placeholder because current Find the Mistake concept was not better than Diagnose.
- LIV-217: Visual Show Mode with patched system, bad route, meters, and repatch action.
- PST-102: 5.1 interface -> speaker processor -> speaker calibration with test tones.
- PST-103: Bricasti-style 24-position convolution IR selector matched to a physical space.
Important:
- This does not replace the main game build.
- It is intended to validate the visual/interaction direction before reintegrating into the app's actual renderer."
LIV-214,docs/build_notes_history/BUILD_NOTES_v1_41_00_VISUAL_MODES_PROTOTYPE_STANDALONE.txt,1,"Signal Flow v1.41.00 Visual Modes Prototype Standalone
Purpose:
- This is a guaranteed-visible standalone prototype page, not another overlay patch inside the large app.
- Created because v1.40.97-v1.40.99 route/renderer overrides did not visibly affect the running standalone build.
Included prototype screens:
- LIV-213: Build the Room with same core UI concept, real-world gear names, numbered-only boxes, sticky submit.
- LIV-214: Drag-and-drop visual patch lab with numbered-only boxes; items can be moved after placement.
- LIV-215: Parked/placeholder because current Find the Mistake concept was not better than Diagnose.
- LIV-217: Visual Show Mode with patched system, bad route, meters, and repatch action.
- PST-102: 5.1 interface -> speaker processor -> speaker calibration with test tones.
- PST-103: Bricasti-style 24-position convolution IR selector matched to a physical space.
Important:
- This does not replace the main game build.
- It is intended to validate the visual/interaction direction before reintegrating into the app's actual renderer."
LIV-215,docs/build_notes_history/BUILD_NOTES_v1_41_00_VISUAL_MODES_PROTOTYPE_STANDALONE.txt,1,"Purpose:
- This is a guaranteed-visible standalone prototype page, not another overlay patch inside the large app.
- Created because v1.40.97-v1.40.99 route/renderer overrides did not visibly affect the running standalone build.
Included prototype screens:
- LIV-213: Build the Room with same core UI concept, real-world gear names, numbered-only boxes, sticky submit.
- LIV-214: Drag-and-drop visual patch lab with numbered-only boxes; items can be moved after placement.
- LIV-215: Parked/placeholder because current Find the Mistake concept was not better than Diagnose.
- LIV-217: Visual Show Mode with patched system, bad route, meters, and repatch action.
- PST-102: 5.1 interface -> speaker processor -> speaker calibration with test tones.
- PST-103: Bricasti-style 24-position convolution IR selector matched to a physical space.
Important:
- This does not replace the main game build.
- It is intended to validate the visual/interaction direction before reintegrating into the app's actual renderer."
LIV-217,docs/build_notes_history/BUILD_NOTES_v1_41_00_VISUAL_MODES_PROTOTYPE_STANDALONE.txt,1,"Purpose:
- This is a guaranteed-visible standalone prototype page, not another overlay patch inside the large app.
- Created because v1.40.97-v1.40.99 route/renderer overrides did not visibly affect the running standalone build.
Included prototype screens:
- LIV-213: Build the Room with same core UI concept, real-world gear names, numbered-only boxes, sticky submit.
- LIV-214: Drag-and-drop visual patch lab with numbered-only boxes; items can be moved after placement.
- LIV-215: Parked/placeholder because current Find the Mistake concept was not better than Diagnose.
- LIV-217: Visual Show Mode with patched system, bad route, meters, and repatch action.
- PST-102: 5.1 interface -> speaker processor -> speaker calibration with test tones.
- PST-103: Bricasti-style 24-position convolution IR selector matched to a physical space.
Important:
- This does not replace the main game build.
- It is intended to validate the visual/interaction direction before reintegrating into the app's actual renderer."
LIV-213,docs/build_notes_history/BUILD_NOTES_v1_41_02_VISUAL_MODES_CORRECTION.txt,1,"Signal Flow v1.41.02 Visual Modes Correction Prototype
Updated from user notes:
- LIV-213: Sources 1 and 2 are interchangeable. Roadmap no longer gives exact device order. Scenario is now: send two stage sources to front of house and feed monitors. Stage monitor option removed. Snake naming is used for novice clarity.
- LIV-214: Numbered boxes only. Gear tokens can be dragged after placement. Dropping onto an occupied box swaps items instead of hiding/overwriting the icon. Roadmap icons removed.
- LIV-217: Rebuilt as a visual patched-system repair board: mostly normal playing-board language, green working patches, red broken patch, and a dead IEM-right symptom.
- PST-102: Rebuilt as a 5.1 speaker processor calibration task with test tone, visible wrong speaker response, draggable/swappable processor assignments, and explicit Submit Calibration button.
- PST-103: Uses the uploaded IR example image as the visual target and a Bricasti-style 24-position IR selector. The correct answer is not printed.
IR asset note:
For production quality, yes: render/install the IR space images as a separate asset set, then have Codex wire them into the level. This prototype embeds the uploaded example as a proof of interaction only."
LIV-214,docs/build_notes_history/BUILD_NOTES_v1_41_02_VISUAL_MODES_CORRECTION.txt,1,"Signal Flow v1.41.02 Visual Modes Correction Prototype
Updated from user notes:
- LIV-213: Sources 1 and 2 are interchangeable. Roadmap no longer gives exact device order. Scenario is now: send two stage sources to front of house and feed monitors. Stage monitor option removed. Snake naming is used for novice clarity.
- LIV-214: Numbered boxes only. Gear tokens can be dragged after placement. Dropping onto an occupied box swaps items instead of hiding/overwriting the icon. Roadmap icons removed.
- LIV-217: Rebuilt as a visual patched-system repair board: mostly normal playing-board language, green working patches, red broken patch, and a dead IEM-right symptom.
- PST-102: Rebuilt as a 5.1 speaker processor calibration task with test tone, visible wrong speaker response, draggable/swappable processor assignments, and explicit Submit Calibration button.
- PST-103: Uses the uploaded IR example image as the visual target and a Bricasti-style 24-position IR selector. The correct answer is not printed.
IR asset note:
For production quality, yes: render/install the IR space images as a separate asset set, then have Codex wire them into the level. This prototype embeds the uploaded example as a proof of interaction only."
LIV-217,docs/build_notes_history/BUILD_NOTES_v1_41_02_VISUAL_MODES_CORRECTION.txt,1,"Signal Flow v1.41.02 Visual Modes Correction Prototype
Updated from user notes:
- LIV-213: Sources 1 and 2 are interchangeable. Roadmap no longer gives exact device order. Scenario is now: send two stage sources to front of house and feed monitors. Stage monitor option removed. Snake naming is used for novice clarity.
- LIV-214: Numbered boxes only. Gear tokens can be dragged after placement. Dropping onto an occupied box swaps items instead of hiding/overwriting the icon. Roadmap icons removed.
- LIV-217: Rebuilt as a visual patched-system repair board: mostly normal playing-board language, green working patches, red broken patch, and a dead IEM-right symptom.
- PST-102: Rebuilt as a 5.1 speaker processor calibration task with test tone, visible wrong speaker response, draggable/swappable processor assignments, and explicit Submit Calibration button.
- PST-103: Uses the uploaded IR example image as the visual target and a Bricasti-style 24-position IR selector. The correct answer is not printed.
IR asset note:
For production quality, yes: render/install the IR space images as a separate asset set, then have Codex wire them into the level. This prototype embeds the uploaded example as a proof of interaction only."
LIV-003,docs/source_context/BOARD_BUILD_RULES_CHECKLIST(39).md,1,"- Connector detail must not interfere with the click target or feedback states.
### Validation Additions
Every release after v1.40.32 must also verify:
- Educational Tools text remains white on dark splash/brief controls;
- jack spacing is tighter but uncrowded;
- gear/device titles remain visually separate from rack/category headings;
- XLR connectors are distinguishable from TRS-style connectors;
- LIV-003 and LIV-005 remain solvable with reduced unnecessary scrolling.
## v1.40.34 All-Stage Live Formatting Addendum
These rules apply across Live Sound stages, not only the reviewed level.
- Remove duplicated or unnecessary helper labels from Live Sound board cards. Keep functional gear names and hierarchy labels; do not show explanatory strips like ""only relevant sources"" or ""input numbers are printed"" on the board.
- Live source cards should live inside the gear grid, not in a separate full-width row that creates avoidable vertical scrolling.
- In early Live Sound layouts, place the source card in the former upper-right console area and drop the FOH console below it so console I/O aligns more naturally with stagebox mic/line input rows.
- Pack Amp/Monitor Rack and System/Utility Rack cards upward with dense grid flow to close unnecessary blank space.
- Mic inputs and other XLR paths must visually read as 3-pin XLR connectors. TRS/quarter-inch style jacks should remain visually distinct.
- Do not fix spacing by crowding or overlapping labels, jacks, cable anchors, or cards."
LIV-005,docs/source_context/BOARD_BUILD_RULES_CHECKLIST(39).md,1,"- Connector detail must not interfere with the click target or feedback states.
### Validation Additions
Every release after v1.40.32 must also verify:
- Educational Tools text remains white on dark splash/brief controls;
- jack spacing is tighter but uncrowded;
- gear/device titles remain visually separate from rack/category headings;
- XLR connectors are distinguishable from TRS-style connectors;
- LIV-003 and LIV-005 remain solvable with reduced unnecessary scrolling.
## v1.40.34 All-Stage Live Formatting Addendum
These rules apply across Live Sound stages, not only the reviewed level.
- Remove duplicated or unnecessary helper labels from Live Sound board cards. Keep functional gear names and hierarchy labels; do not show explanatory strips like ""only relevant sources"" or ""input numbers are printed"" on the board.
- Live source cards should live inside the gear grid, not in a separate full-width row that creates avoidable vertical scrolling.
- In early Live Sound layouts, place the source card in the former upper-right console area and drop the FOH console below it so console I/O aligns more naturally with stagebox mic/line input rows.
- Pack Amp/Monitor Rack and System/Utility Rack cards upward with dense grid flow to close unnecessary blank space.
- Mic inputs and other XLR paths must visually read as 3-pin XLR connectors. TRS/quarter-inch style jacks should remain visually distinct.
- Do not fix spacing by crowding or overlapping labels, jacks, cable anchors, or cards."
LIV-001,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"""ok"": false,
""reason"": ""This is a known bad route for the level. It would send signal to the wrong place or create an unsafe workflow.""
}
],
""explanation"": ""This level replaces blank patching with troubleshooting. The player must recognize why one route is wrong.""
},
{
""id"": ""LIV-001"",
""environment"": ""live"",
""title"": ""Lead Vocal Mic to FOH"",
""brief"": ""Patch Lead Vocal Mic into the stagebox and feed mains to system processing."",
""difficulty"": 1,
""required"": [
[
""Lead Vocal Mic"",
""Stage Box Input 1""
""Main L Output"",
""System Processor L In"""
LIV-002,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"""Dolby Renderer"",
""ADR Booth Headphone Amp"",
""Phone Hybrid""
],
""explanation"": ""This level replaces the patch board with a system-design decision: identify the pieces that actually belong in the room.""
}
},
{
""id"": ""LIV-002"",
""environment"": ""live"",
""title"": ""Vocal wedge mix 2"",
""brief"": ""Patch a vocal monitor aux to the wedge input."",
""difficulty"": 1,
""required"": [
[
""Lead Vocal Mic"",
""Stage Box Input 1""
""FOH Aux 1 Output"",
""Vocal Wedge Input""
]"
LIV-003,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"""Do not use the audience main mix for a wedge.""
],
""learning"": [
""Monitor aux"",
""Wedge routing""
]
},
{
""id"": ""LIV-003"",
""environment"": ""live"",
""title"": ""Stereo IEM send 1"",
""brief"": ""Patch stereo aux outputs into the IEM transmitter."",
""difficulty"": 1,
""required"": [
[
""FOH Aux 5 L Output"",
""IEM TX A Left Input""
""FOH Aux 5 R Output"",
""IEM TX A Right Input"""
LIV-004,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"""IEMs need an independent monitor mix.""
],
""learning"": [
""Stereo aux"",
""IEM routing""
]
},
{
""id"": ""LIV-004"",
""environment"": ""live"",
""title"": ""Front fill matrix"",
""brief"": ""Patch matrix output to front-fill processing while mains remain active."",
""difficulty"": 1,
""required"": [
[
""Matrix 1 Output"",
""Front Fill Processor Input""
""Main L Output"",
""System Processor L In"""
LIV-005,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"""text"": ""A guitar pedal power supply"",
""correct"": false
}
],
""explanation"": ""This checkpoint replaces the patch board and tests the concept behind this environment before moving on.""
},
{
""id"": ""LIV-005"",
""environment"": ""live"",
""title"": ""Sub matrix feed"",
""brief"": ""Patch sub matrix output to the sub processor."",
""difficulty"": 1,
""required"": [
[
""Matrix 2 Output"",
""Sub Processor Input""
""Main L Output"",
""System Processor L In"""
LIV-006,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"""Sub feeds are separate system zones.""
],
""learning"": [
""Sub routing"",
""Matrix outputs""
]
},
{
""id"": ""LIV-006"",
""environment"": ""live"",
""title"": ""Delay tower route"",
""brief"": ""Patch a matrix output to the delay tower processor."",
""difficulty"": 1,
""required"": [
[
""Matrix 3 Output"",
""Delay Tower Processor Input""
""Main L Output"",
""System Processor L In"""
LIV-007,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"""Delay fills should use matrix-fed processing.""
],
""learning"": [
""Delay tower"",
""Matrix feed""
]
},
{
""id"": ""LIV-007"",
""environment"": ""live"",
""title"": ""Broadcast split"",
""brief"": ""Patch broadcast split outputs for a recorder or stream feed."",
""difficulty"": 1,
""required"": [
[
""Broadcast Split L"",
""Record Out L""
""Broadcast Split R"",
""Record Out R"""
